rank,name,number_students,student_staff_ratio,intl_students,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,tahun
183,Scuola Normale Superiore di Pisa,629,7.6,13%,55.6,56.70,36.5,74.8,38.2,56.4,2023
185,University of Münster,"28,014",25.4,7%,55.5,43.40,43.9,81.4,48.9,49.2,2023
186,Pompeu Fabra University,"11,965",22.4,13%,55.4,32.60,39.4,91.5,46.2,68.9,2023
187,Cardiff University,"27,105",14.3,28%,55.2,31.10,38.9,88.5,41.5,88.3,2023
187,National Taiwan University (NTU),"25,215",11.4,11%,55.2,50.20,55.5,60.1,75.1,47.2,2023
189,Friedrich Schiller University Jena,"16,446",20.6,14%,55,42.40,39.9,81.3,49.7,62.8,2023
189,Karlsruhe Institute of Technology,"22,673",21.6,20%,55,46.70,54.2,57.8,89.7,68.6,2023
191,University of Massachusetts,"63,338",13.2,14%,54.9,41.20,33.5,87.8,51.7,65,2023
192,University of Aberdeen,"13,205",16.2,44%,54.8,30.70,34.1,89.8,47.5,95.9,2023
192,"University of California, Santa Cruz","19,266",22.6,14%,54.8,32.60,33.3,95.9,46.2,67.9,2023
194,Medical University of Vienna,"7,274",8.4,33%,54.6,35.00,27.6,94,61.2,81.7,2023
194,University of Miami,"17,009",10.8,16%,54.6,48.40,33.5,81,48.3,60.2,2023
196,University of Erlangen-Nuremberg,"30,303",43.4,13%,54.5,44.60,47.5,68.8,90.7,53.5,2023
196,Sichuan University,"49,543",15.8,6%,54.5,57.10,58.6,48.6,93.4,38.7,2023
198,Durham University,"18,425",14.1,35%,54.4,40.00,44.6,70,39.4,94.3,2023
198,Queen’s University Belfast,"19,060",15.8,39%,54.4,31.10,37.9,84.4,41.6,97.4,2023
198,University of Reading,"15,720",16.4,32%,54.4,36.50,39.6,78.5,42.2,93.3,2023
201–250,Aalto University,"13,306",19.7,21%,51.2–54.3,38.30,40.4,67.5,53.2,81.9,2023
201–250,University of Bergen,"15,202",12.8,10%,51.2–54.3,30.20,32.7,85.7,41.7,76.4,2023
201–250,Bielefeld University,"24,875",66.6,7%,51.2–54.3,33.10,42.4,84.2,42.9,48.5,2023
201–250,University of Calgary,"33,560",18.7,21%,51.2–54.3,36.80,40.2,75.9,61.6,79.9,2023
201–250,Curtin University,"29,999",20.8,31%,51.2–54.3,26.50,33.5,83,48.5,95.2,2023
201–250,University of Dundee,"13,630",18.3,27%,51.2–54.3,25.80,30.5,90.3,49.5,85.4,2023
201–250,University of East Anglia,"15,940",13.3,25%,51.2–54.3,27.00,29.7,95,37.7,86.4,2023
201–250,Eindhoven University of Technology,"10,240",21,24%,51.2–54.3,45.50,49.8,55.5,99.2,86.4,2023
201–250,University of Geneva,"19,078",8.7,40%,51.2–54.3,34.70,35.4,81.8,48.2,98.6,2023
201–250,George Washington University,"22,298",12.9,15%,51.2–54.3,47.00,32.8,83.2,38.7,56.9,2023
201–250,University of Gothenburg,"20,891",10.7,12%,51.2–54.3,29.30,43.6,87.9,47.1,65.1,2023
201–250,University of Hohenheim,"8,714",39.7,14%,51.2–54.3,33.60,32.2,95.2,49.6,55.8,2023
201–250,Humanitas University,"1,823",19,18%,51.2–54.3,28.30,28.8,99.7,39.4,62.9,2023
201–250,King Fahd University of Petroleum and Minerals,"7,268",8.6,10%,51.2–54.3,31.40,35.9,80.3,91.8,76.7,2023
201–250,University of Konstanz,"5,758",24.2,12%,51.2–54.3,42.00,46.4,62.9,62.6,67.9,2023
201–250,Korea University,"22,507",15.8,27%,51.2–54.3,46.80,48.7,61.5,95.3,55.8,2023
201–250,Université Libre de Bruxelles,"28,290",49.3,31%,51.2–54.3,32.60,44.1,77.3,44.8,88.9,2023
201–250,University of Luxembourg,"5,185",19.3,51%,51.2–54.3,38.20,39.8,64.5,51.2,99.4,2023
201–250,University of Macau,"10,460",15.4,39%,51.2–54.3,31.60,36,78.5,44.2,99.3,2023
201–250,Macau University of Science and Technology,"11,993",38.1,91%,51.2–54.3,35.40,30.7,79.2,50.1,99.7,2023
201–250,Medical University of Innsbruck,"3,244",12.9,43%,51.2–54.3,29.90,30.2,88.8,95.3,88.4,2023
201–250,University of Newcastle,"24,363",29.5,18%,51.2–54.3,30.00,35.8,79.3,61.9,84.3,2023
201–250,University of Notre Dame,"12,401",10.9,13%,51.2–54.3,51.00,40.5,67.7,39.7,59.3,2023
201–250,University of Padua,"48,524",29.3,8%,51.2–54.3,47.20,36.5,80.9,46.4,49.3,2023
201–250,University of Potsdam,"14,993",39.6,14%,51.2–54.3,39.20,44.6,70.4,60.2,59.6,2023
201–250,Qatar University,"9,084",8.8,35%,51.2–54.3,27.00,38.7,79.6,61.4,98.9,2023
201–250,Queensland University of Technology,"35,278",37.9,17%,51.2–54.3,29.20,39.7,86,50.1,83.9,2023
201–250,RCSI University of Medicine and Health Sciences,"2,563",24.2,70%,51.2–54.3,31.40,37.3,76.9,50.7,94.7,2023
201–250,Rutgers University – New Brunswick,"46,158",10.9,17%,51.2–54.3,43.50,43.6,73,43.1,53.9,2023
201–250,"St George’s, University of London","3,490",13.2,20%,51.2–54.3,20.40,28.3,99.9,40.5,74.9,2023
201–250,Sant’Anna School of Advanced Studies – Pisa,"1,100",14,19%,51.2–54.3,43.30,40.2,69.4,81,56.7,2023
201–250,University of São Paulo,"82,010",15.9,4%,51.2–54.3,54.50,61.5,43.3,43,37.2,2023
201–250,Sapienza University of Rome,"72,604",28.2,10%,51.2–54.3,52.40,44.9,67.7,53,43.5,2023
201–250,Semmelweis University,"9,860",12.2,34%,51.2–54.3,44.70,18,87.9,43.3,77.1,2023
201–250,University of South Florida,"39,907",18.6,13%,51.2–54.3,31.10,36.9,85.1,85,56.2,2023
201–250,University of St Andrews,"9,770",12.3,47%,51.2–54.3,40.00,41.4,67.8,38.9,94.9,2023
201–250,University of Surrey,"14,960",16.9,36%,51.2–54.3,31.30,33.9,79.5,45.8,94.8,2023
201–250,University of Sussex,"17,790",17.4,37%,51.2–54.3,28.00,34.2,89,39,93.1,2023
201–250,Università della Svizzera italiana,"3,266",12.5,66%,51.2–54.3,28.00,23.3,91.4,55.7,99.5,2023
201–250,University of Tartu,"9,235",12,13%,51.2–54.3,26.80,33.1,92.4,45.6,65.4,2023
201–250,Tel Aviv University,"23,834",23,7%,51.2–54.3,39.40,51.2,72,43.8,56,2023
201–250,Tohoku University,"17,812",12.4,14%,51.2–54.3,59.10,62.3,36.8,94.5,51.1,2023
201–250,University College Dublin,"23,361",21.3,31%,51.2–54.3,32.60,40.3,73.9,46.9,94.2,2023
201–250,Vita-Salute San Raffaele University,"3,560",15.1,5%,51.2–54.3,37.60,27.8,99.7,38.2,45.2,2023
201–250,Vrije Universiteit Brussel,"14,284",33.6,23%,51.2–54.3,36.60,43.6,67.4,60.1,77.3,2023
201–250,University of Waterloo,"34,306",23.2,23%,51.2–54.3,36.80,46.4,71,47.3,87.5,2023
201–250,Western University,"29,747",29.5,22%,51.2–54.3,40.70,42.1,67.9,79.9,85.6,2023
201–250,Western Sydney University,"36,033",40.3,22%,51.2–54.3,25.80,31.7,87.6,44.1,87.9,2023
201–250,University of Wollongong,"17,440",29.1,27%,51.2–54.3,31.40,38.2,74.8,57.2,94,2023
251–300,Aalborg University,"16,818",14.7,14%,48.9–51.1,29.50,43.3,73.2,51.5,76.4,2023
251–300,Auckland University of Technology,"18,837",17.3,49%,48.9–51.1,20.80,21.3,97.4,39.4,96.4,2023
251–300,Australian Catholic University,"23,728",39.1,15%,48.9–51.1,18.30,25.9,98.3,38.4,79.9,2023
251–300,University of Bath,"14,955",15.4,34%,48.9–51.1,32.20,33.8,73.8,39.9,93.4,2023
251–300,Beijing Normal University,"24,416",14.3,10%,48.9–51.1,50.70,43.8,59.5,64.3,41.4,2023
251–300,Bond University,"3,214",10.9,39%,48.9–51.1,21.60,21.8,99.9,38.3,81.8,2023
251–300,Boston College,"12,755",14.5,12%,48.9–51.1,48.60,31.5,74.9,37.4,48.5,2023
251–300,Bournemouth University,"13,825",18.6,21%,48.9–51.1,32.60,20.7,88.4,37.5,84,2023
251–300,Brighton and Sussex Medical School,"1,015",20.3,17%,48.9–51.1,15.70,25.4,99.8,36.9,81.1,2023
251–300,"University of California, Riverside","24,515",18.6,14%,48.9–51.1,33.00,32.7,81.4,41.7,65.3,2023
251–300,University of Canberra,"10,785",35.5,26%,48.9–51.1,20.00,32,92.6,43,88.1,2023
251–300,Chalmers University of Technology,"9,513",13.8,19%,48.9–51.1,34.90,44.5,64.4,66,77.4,2023
251–300,"China Medical University, Taiwan","7,284",15.5,9%,48.9–51.1,24.10,32,92.8,93.1,47.6,2023
251–300,Copenhagen Business School,"16,547",27.7,24%,48.9–51.1,21.50,31,90.9,43.9,93.6,2023
251–300,Deakin University,"43,080",33.9,25%,48.9–51.1,25.00,33,83.2,44.6,88.7,2023
251–300,University of Duisburg-Essen,"41,618",43.7,19%,48.9–51.1,34.00,35.5,79.9,64.5,60.9,2023
251–300,Heinrich Heine University Düsseldorf,"29,365",32.8,12%,48.9–51.1,34.70,32.3,80.1,44.1,59.3,2023
251–300,École des Ponts ParisTech,"1,959",10,37%,48.9–51.1,34.40,29.4,79.5,50.1,83.6,2023
251–300,Goethe University Frankfurt,"30,082",12.7,14%,48.9–51.1,33.70,32.9,76.4,44.8,65.6,2023
251–300,Griffith University,"35,900",32.9,17%,48.9–51.1,27.10,35.8,76.4,52.8,83.2,2023
251–300,University of Hawai’i at Mānoa,"14,628",10.7,11%,48.9–51.1,39.80,41.7,66,40.4,66.9,2023
251–300,Hebrew University of Jerusalem,"16,175",11.3,5%,48.9–51.1,42.10,41.8,65.3,42.8,59.5,2023
251–300,University of Illinois Chicago,"28,724",11.3,19%,48.9–51.1,43.00,32.4,74.6,45.4,53.1,2023
251–300,Indian Institute of Science,"3,990",8.8,1%,48.9–51.1,60.50,56.9,33.1,80.1,28,2023
251–300,Johannes Gutenberg University of Mainz,"30,856",25.5,12%,48.9–51.1,36.70,28.8,80.5,57.6,58.5,2023
